round,pickRound,pickNumber,PickValue,MlbRank,SigningBonus,MlbID,PlayerFirst,PlayerLast,UseName,MiddleName,BirthDate,PrimaryPosition,HomeCity,HomeState,HomeCountry,BirthCity,BirthState,BirthCountry,SchoolName,SchoolClass,SchoolCountry,SchoolState,Height,Weight,BatSide,PitchSide,DraftedTeam,MlbVideo,MlbBlurb
6,8,175,"$284,200.00",165,$0.00,674003,Cody,Bradford,Cody,,1998-02-22,P,New York,New York,USA,Aledo,TX,USA,Baylor,4YR JR,USA,TX,75,195,L,L,Texas Rangers,https://atmlb.com/2XczeXs,"Bradford went from a lightly regarded Texas high schooler to the Big 12 Conference pitcher of the year as a sophomore in 2018, when he also shared co-MVP honors at the league tournament. He also showed well in brief summer action with the U.S. collegiate national team and in the Cape Cod League, positioning himself to go in the top two rounds of this year's Draft. But he made just three brief starts for Baylor this spring before having surgery to alleviate thoracic outlet syndrome. While Bradford doesn't overpower hitters, he keeps them off balance by mixing pitches and locations. His best offering is a sinking changeup that he sells with the same arm speed with which he throws his fastball, which plays above its usual 88-91 mph velocity thanks to run, sink and command. He uses his high-three-quarters arm slot to stay on top of his curveball, which stands out more for its depth than its power. Bradford has a clean delivery and repeats it very well, allowing him to put his pitches where he wants. He earns high marks for his competitiveness and intelligence. There are differing views on the long-term effects of thoracic outlet syndrome, but clubs that view it as no more than speed bump could take him as early as the third or fourth round."
6,9,176,"$281,800.00",166,$0.00,687125,Dilan,Rosario,Dilan,Darien,2001-06-16,SS,GUAYNABO,,PR,San Juan,,Puerto Rico,Colegio Marista HS,HS SR,PR,,72,175,R,R,San Francisco Giants,https://atmlb.com/2XacHus,"Matthew Lugo is clearly the top player from Puerto Rico in this Draft class, with present offensive skills but some questions about his ultimate defensive home. Rosario is kind of like Lugo's mirror image, with outstanding glove work his carrying tool and some concerns about how much he'll hit. Rosario is considered to be the top defensive shortstop on the island this spring. He has excellent hands and an above-average arm, not to mention solid range, footwork and instincts to stay at the position long-term. The biggest thing holding Rosario back offensively is his current lack of strength. He has good hand-eye coordination and makes a lot of contact, but isn't strong enough to impact the ball consistently. His right-handed swing gets long at times when he tries to muscle up and he definitely lengthens his swing to get leverage to show power in batting practice. The Southern California commit should be able to shorten his swing when he adds some strength, with future gap power likely his ceiling in that category. The team that believes he will be able to do that and become an average hitter will be the one to take him early enough, seeing him as a glove-first every day player at a premium position."
6,10,177,"$279,500.00",,$0.00,686490,Cameron,Eden,Cameron,Ray,1998-03-31,SS,YUBA CITY,California,USA,Yuba City,CA,USA,California,4YR JR,USA,CA,73,181,R,R,Toronto Blue Jays,,
6,11,178,"$277,100.00",,$0.00,687055,Zachary,Ashford,Zach,Joseph,1997-02-09,CF,CLOVIS,California,USA,Clovis,CA,USA,Fresno State,4YR SR,USA,CA,70,180,L,R,New York Mets,,
6,12,179,"$274,800.00",,$0.00,687830,Alec,Gipson,Sawyer,Sawyer,1997-12-12,P,ACWORTH,Georgia,USA,Lithia Springs,GA,USA,Mercer,4YR JR,USA,GA,76,225,R,R,Minnesota Twins,,"A reliever for much of his junior season at Mercer, Gipson-Long moved into the starting rotation and helped lead his school to the NCAA tournament, racking up 96 strikeouts in 79 innings, with a 4.90 ERA. The right-hander has the perfect body type for a pitcher, standing 6-foot-4 and 225 pounds, with a fastball that gets up to 95 mph. He has a changeup to go with it, and a key for him will be developing his slider."
6,13,180,"$272,500.00",153,$0.00,669697,Andrew,Schultz,Andrew,Waddell,1997-07-31,P,LOUDON,Tennessee,USA,Alpharetta,GA,USA,Tennessee,4YR JR,USA,TN,76,195,R,R,Philadelphia Phillies,https://atmlb.com/2HHoNpB,"Schultz pumped his fastball up to 97 mph as a Georgia high school senior in 2016, but concerns about his delivery, wildness and signability left him undrafted. He continued to show velocity but had difficulty finding the strike zone in his first two years at Tennessee, pitching just eight innings as a sophomore last spring. After shortening his arm angle and raising his slot a bit in 2019, he has thrown consistently harder than any college pitcher available in the Draft. Schultz has sat at 95-97 mph and hit 101 with his fastball multiple times as a junior. His heater not only features premium velocity but also high spin rates, giving it riding action up in the strike zone. His slider has more power than bite, reaching the upper 80s and showing flashes of becoming a plus pitch at times yet also playing as a below-average slurve in the low 80s at others. A pure reliever, Schultz doesn't have a third pitch, still has effort in his delivery and still battles the strike zone on a regular basis. He has potential as a closer if he can develop a more reliable slider and cut down his walks. If not, his upside would be along the lines of Kyle Farnsworth."
6,14,181,"$270,300.00",178,$0.00,686745,Zachary,Peek,Zach,Allen,1998-05-06,P,FOREST,Virginia,USA,Pineville,VA,USA,Winthrop,4YR JR,USA,SC,75,190,R,R,Los Angeles Angels,https://atmlb.com/2wmJgtw,"Winthrop's best pitching prospect since Kevin Slowey was a second-round pick in 2005, Peek has struggled more than expected this spring. Florida torched him for 10 runs in his third start of the season and he has battled his control and command for much of the spring. He did lead the Big South Conference in strikeouts for the second straight year, however, and still should fit in the first five or six rounds. Peek uses both a low-90s sinker and a harder four-seam fastball, and he can maintain his velocity into the late innings. His curveball hasn't been as sharp as usual, though it still flashes good depth and he's throwing it for strikes. He masks his changeup well and it features some fade. Peek has a clean delivery and repeats his high-three-quarters arm slot well. If he can regain the feel for his curveball and for locating his pitches that he has displayed in the past, he could have a solid three-pitch repertoire and make it as a No. 4 starter at the next level."
6,15,182,"$268,200.00",,$0.00,685314,Andrew,Saalfrank,Andrew,Jacob,1997-08-18,P,HOAGLAND,Indiana,USA,Fort Wayne,IN,USA,Indiana,4YR JR,USA,IN,75,205,L,L,Arizona Diamondbacks,,"Saalfrank has dominated at times with a swing-and-miss, low-80s curveball that he can throw for strikes. Hes shown good command with an average of three walks per nine innings with Indiana this year, and can crank up his low-90s fastball to 94 when he needs it. He compiled more in-conference strikeouts than any other Big 10 pitcher this season."
6,16,183,"$266,000.00",,$0.00,687714,Jackson,Cluff,Jackson,Paul,1996-12-03,SS,TOOELE,Utah,USA,Littleton,CO,USA,BYU,4YR SO,USA,UT,72,185,L,R,Washington Nationals,,
6,17,184,"$263,700.00",,$0.00,686843,William,Matthiesen,Will,Joseph,1998-01-09,P,STANFORD,California,USA,Tualitin,OR,USA,Stanford,4YR JR,USA,CA,78,225,R,R,Pittsburgh Pirates,,
6,18,185,"$261,600.00",,$0.00,686780,Pedro,Pages,Pedro,Jose,1998-09-17,C,MIAMI,Florida,USA,Maracay,,Venezuela,Florida Atlantic,4YR JR,USA,FL,73,234,R,R,St. Louis Cardinals,,"Pages has a good feel for catching and has improved as a hitter at Florida Atlantic this spring. He has a traditional catchers frame that could translate to power with more development. Not known for his offensive prowess, Pages set a career-high with six home runs and showed plate discipline leading the team with 43 walks. At this point in his career, he is more of a slugger than a hitter. Pages is a good receiver behind the plate. Being bilingual will be a huge advantage for him at the next level."
6,19,186,"$259,400.00",190,$0.00,686802,Michael,Limoncelli,Michael,Joseph,2000-05-30,P,ELMIRA,New York,USA,Elmira,NY,USA,Horseheads HS,HS SR,USA,NY,74,185,L,R,Seattle Mariners,https://atmlb.com/2Jz7E3O,"High school pitchers from the Northeast are always tough to evaluate. On the one hand, they might have more upside and ceiling because of a lack of good weather to pitch in. On the other, they might not have the same track record against good competition to compare to other prep arms from around the country. Limoncelli helped offset that some with a strong summer, but questions about his health when his stuff backed up as things warmed up in New York this spring, and it turned out he needed Tommy John surgery. Over the summer, Limoncelli routinely was touching 93-94 mph with his fastball with a repeatable delivery and loose arm action. When he broke out of the gate only up to 89 mph this spring, it was easy to chalk that up to it being his first outing, and one of the first times he'd been able to throw outside this year. He was up to 92 mph early in his second start, but the velocity fell off quickly, leading some evaluators to worry about his health. He can spin his breaking ball decently and while he does have a changeup, it's decidedly behind the other two pitches. He generally is a strike-thrower. While Limoncelli has limited projection when healthy, there is enough in his three-pitch mix to garner interest. How his elbow surgery will impact his signability away from his Coastal Carolina commitment remains to be seen."
6,20,187,"$257,400.00",,$0.00,685299,Tanner,Gordon,Tanner,Robert,1997-10-26,P,BLOOMINGTON,Indiana,USA,Champaign,IL,USA,Indiana,4YR JR,USA,IN,77,215,L,R,Atlanta Braves,,
6,21,188,"$255,300.00",,$0.00,686831,Colby,White,Colby,Ashton,1998-07-04,P,STARKVILLE,Mississippi,USA,Hattiesburg,MS,USA,Mississippi State,4YR JR,USA,MS,72,190,R,R,Tampa Bay Rays,,"White has a big arm for a smaller pitcher, typically sitting in the mid-90s with the ability to ramp his fastball up to 97. He throws primarily fastballs, however, which makes him better suited for a relief role if his secondary pitches don't develop. He notched a team-high eight saves as a sophomore at Mississippi State in 2018 and 14 of his 20 appearances were scoreless, so he's already being groomed as a shutdown reliever."
6,22,189,"$253,300.00",,$0.00,668970,Gavin,Hollowell,Gavin,Ernest,1997-11-04,P,HOPEWELL,New Jersey,USA,Somerset,NJ,USA,St. John's,4YR JR,USA,NY,79,215,R,R,Colorado Rockies,,
6,23,190,"$251,100.00",,$0.00,687086,Jordan,Brown,Jordan,Colby,2001-09-09,SS,INGLEWOOD,California,USA,Inglewood,CA,USA,Junipero Serra HS,HS SR,USA,CA,75,185,R,R,Cleveland Indians,https://atmlb.com/2I9UVRS,
6,24,191,"$249,000.00",,$0.00,684604,Aaron,Ochsenbein,Aaron,James,1996-02-29,P,RICHMOND,Kentucky,USA,Lexington,KY,USA,Eastern Kentucky,4YR 5S,USA,KY,75,225,R,R,Los Angeles Dodgers,,"Ochsenbeins freshman year was cut short by Tommy John surgery, but thats just about the only thing thats slowed him down so far. The All-American compiled a microscopic 0.83 ERA while striking out 90 batters in just 54 1/3 innings for Eastern Kentucky, employing his high-90s fastball and high-80s splitter to hold opponents to a .143 average. Ochsenbein struck out Louisville first baseman Logan Wyatt, MLB Pipelines No. 58 overall Draft prospect, on three pitches in the Cape Cod League. The righty finished last summer pacing that premier wood bat league with a 16.4 strikeout-per-nine inning average."
6,25,192,"$247,000.00",67,$0.00,683001,Ethan,Hearn,Ethan,Lane,2000-08-31,C,MOBILE,Alabama,USA,Mobile,AL,USA,Mobile Christian School,HS SR,USA,AL,72,200,L,R,Chicago Cubs,https://atmlb.com/2wpIJqu,"Only two Alabama high school catchers ever have been selected in the first three rounds, and it hasn't happened in the last 50 years. Rated the top prep backstop in the 2019 Draft by some teams, Hearn could join James Kelly (Orioles, second round, 1966) and Lamar Johnson (White Sox, third, 1968) in that exclusive club. His talent and the relative lack of catching available this year is pushing him up boards. Hearn's two most impressive tools are his raw power and pure arm strength, both of which grade as plus. He's a left-handed hitter whose strength and aggressive, pull-oriented mindset give him plenty of pop to right field. He has a quick release on his throws and can record 1.9-second pop times to second base. A Mississippi State recruit, Hearn still requires some offensive and defensive polish. He needs to temper his approach at the plate because he doesn't always make consistent contact against quality pitching. He has improved as a receiver but still has more work to do and loses concentration more often than he should."
6,26,193,"$244,900.00",,$0.00,668711,Nicholas,Bennett,Nick,Michael,1997-09-01,P,BATAVIA,Ohio,USA,Cincinnati,OH,USA,Louisville,4YR JR,USA,KY,76,210,L,L,Milwaukee Brewers,,"Bennetts pitchability likely outpaces his stuff, as his heater hovers in the high 80s -- occasionally touching 93 mph -- and his curveball and changeup each rate as average at best. But the southpaw competes, showing an ability to throw for strikes and limit walks for Louisville."
6,27,194,"$243,000.00",,$0.00,670234,Griffin,Shuman,Seth,Seth,1997-12-01,P,VALDOSTA,Georgia,USA,Valdosta,GA,USA,Georgia Southern,4YR JR,USA,GA,73,195,R,R,Oakland Athletics,,"Shuman was a two-sport athlete at Georgia Southern -- he played four games at quarterback for the football team as a freshman, and he's now a right-hander in the baseball team's starting rotation. This season, the 6-foot-2, 205-pound junior had a 3.83 ERA and racked up 114 strikeouts in 91 2/3 innings, including a season-high 13 K's against Little Rock on March 22. Shuman projects as a depth starter, a ground-ball pitcher with good command. He has an 88-90 mph fastball that can reach 92 -- and even got to 94 mph later in the season, according to some scouts -- along with an above-average slider and a changeup."
6,28,195,"$241,000.00",182,$0.00,669713,Hayden,Wesneski,Hayden,Gregory,1997-12-05,P,HUNTSVILLE,Texas,USA,Houston,TX,USA,Sam Houston State,4YR JR,USA,TX,75,210,R,R,New York Yankees,https://atmlb.com/2EFExHR,"A 33rd-round pick out of a Texas high school by the Rays in 2016, Wesneski made an instant impact at Sam Houston State. He led the Southland Conference and all NCAA Division I freshmen with 10 wins and helped the Bearkats advance to the first super regional in program history in 2017. He has improved throughout his college career and could factor in the first five rounds of the Draft. Wesneski employs a low arm slot and opens early in his delivery, which doesn't thrill scouts but creates tremendous sink. He has averageish velocity on his fastball, ranging from 88-95 mph, but well above-average life that generates a lot of swings and misses as well as groundballs. He also commands his heater well, and the net result is that it plays as a plus pitch. Wesneski has a sweepy slider that's effective because it moves in the opposite direction from his sinker. His fading changeup is a reliable third option and can be a solid pitch at its best. A dogged competitor, he has a ceiling of a No. 4 or 5 starter and could have value as a multi-inning reliever."
6,29,196,"$239,000.00",148,$0.00,663452,Matthew,Barefoot,Matthew,Scott,1997-09-20,CF,DUNN,North Carolina,USA,Dunn,NC,USA,Campbell University,4YR SR,USA,NC,72,205,R,L,Houston Astros,https://atmlb.com/2EHNfFE,"Recruited primarily as a pitcher, Barefoot chose Campbell because it was the only school that would give him an opportunity to hit. He missed his entire first season following ankle surgery but starred as a redshirt sophomore in 2018, winning the Big South Conference (.364) and Cape Cod League (.379) batting titles and the Cape MVP award. Undrafted a year ago, he turned down free-agent offers during the summer and should go around the fifth round this June. A rare player who bats right-handed and throws left-handed, Barefoot has a lot of movement and effort in his unorthodox swing but makes it work with good hand-eye coordination. His feel for contact stands out more than his power, though he has driven the ball more consistently this spring. He makes the most of his solid speed on the bases and is a threat to steal. Despite his quickness and an arm that has been clocked up to 94 mph on the mound, Barefoot has played mostly left field for the Fighting Camels. He has the tools to be a better defender and would profile more as a regular if he could handle center field, where he'll likely get an opportunity in pro ball. Some clubs were interested in drafting him as a pitcher a year ago, but he wasn't interested and worked only one regular-season inning in 2019."
6,30,197,"$237,000.00",,$0.00,669684,Christopher,Murphy,Chris,Michael,1998-06-05,P,GRANADA HILLS,California,USA,Mission Hills,CA,USA,University of San Diego,4YR SR,USA,CA,73,175,L,L,Boston Red Sox,,
7,1,198,"$235,100.00",,$0.00,667521,John,Rizer,Johnny,Kevin,1996-11-07,OF,CYPRESS,Texas,USA,Cypress,TX,USA,TCU,4YR SR,USA,TX,72,192,L,L,Baltimore Orioles,,
7,2,199,"$233,000.00",,$0.00,668716,Noah,Murdock,Noah,James,1998-08-20,P,COLONIAL HEIGHTS,Virginia,USA,Richmond,VA,USA,Virginia,4YR JR,USA,VA,80,190,R,R,Kansas City Royals,,
7,3,200,"$231,100.00",,$0.00,664711,Karan,Patel,Karan,Kuldeep,1997-01-02,P,SUGAR LAND,Texas,USA,Houston,TX,USA,University of Texas - San Antonio,4YR SR,USA,TX,72,215,R,R,Chicago White Sox,,
7,4,201,"$229,700.00",,$0.00,663773,Bryan,Hoeing,Bryan,Jerome,1996-10-19,P,BATESVILLE,Indiana,USA,Batesville,IN,USA,Louisville,4YR SR,USA,KY,78,225,R,R,Miami Marlins,,"A cousin of Major League hurler Alex Meyer, Hoeing has recovered his mid-90s velocity following the Tommy John surgery he underwent in high school. He features a clean, if not necessarily deceptive, delivery and his heater lacks the movement that would miss bats at the next levels. More improvement is also needed on Hoeings average changeup and developing slurve."
7,5,202,"$227,700.00",95,$0.00,666132,Zachary,Hess,Zack,Tyler,1997-02-25,P,FOREST,Virginia,USA,Lynchburg,VA,USA,LSU,4YR JR,USA,LA,78,219,R,R,Detroit Tigers,https://atmlb.com/2EoR0zG,"Hess' live arm could have made him an early-round choice as a Virginia high schooler in 2016 or as a Draft-eligible sophomore at Louisiana State in 2018, but his commitment to the Tigers dropped him near the bottom of the Draft both times. He dominated as a freshman closer on LSU's 2017 College World Series runner-up team before moving into the rotation the next two years to fill a need for the team. He hasn't been nearly as effective as a starter and missed time this spring with a groin injury, and most pro clubs project him as a late-inning reliever. When he finished games as a freshman, Hess pumped his fastball into the upper 90s and backed it up with a wipeout slider in the mid 80s. As a starter, he usually operates with a 91-95 mph fastball and a solid slider in the low 80s. His 6-foot-6 frame and high-three-quarters arm slot create downhill plane and both pitches feature high spin rates, making him difficult to hit. Hess hasn't shown much feel for a changeup and won't need it much if he shifts back into the bullpen in pro ball. He has toned down his delivery as a starter but he still throws with a lot of effort, and his arm action and fringy control are two more factors pointing to a future as a reliever. He could race to the big leagues if utilized in that role."
7,6,203,"$225,800.00",,$0.00,656648,Connor,Lehmann,Connor,Donovan,1996-08-15,P,PRINCETON,New Jersey,USA,New Brunswick,NJ,USA,St. Louis University,4YR SR,USA,MO,79,210,R,R,San Diego Padres,,
7,7,204,"$224,000.00",,$0.00,687066,Eric,Yang,Eric,Lawrence,1998-03-26,C,CANOGA PARK,California,USA,Woodland Hills,CA,USA,UC Santa Barbara,4YR JR,USA,CA,71,185,R,R,Cincinnati Reds,,
7,8,205,"$222,100.00",,$0.00,687075,Brandon,Sproat,Brandon,Carl,2000-09-17,P,MILTON,Florida,USA,Pensacola,FL,USA,Pace HS,HS SR,USA,FL,74,175,R,R,Texas Rangers,,
7,9,206,"$220,200.00",,$0.00,669702,Armani,Smith,Armani,Christopher,1998-07-19,OF,MARTINEZ,California,USA,Walnut Creek,CA,USA,UC Santa Barbara,4YR JR,USA,CA,76,215,R,R,San Francisco Giants,,
7,10,207,"$218,500.00",,$0.00,663544,Jason,Talley,L.J.,Michael,1997-05-07,2B,FOLKSTON,Georgia,USA,Folkston,GA,USA,Georgia,4YR SR,USA,GA,74,203,L,R,Toronto Blue Jays,,"Talley has always had the tools, and he put them together in a very good senior season at Georgia, leading the Bulldogs to the No. 4 national seed and an NCAA Regional host berth. The 6-foot-3, 205-pound left-handed-hitting second baseman entered the tournament batting .327 with eight home runs. He's shortened up his swing and taken a better approach at the plate, and he's gotten stronger and more versatile, too."
7,11,208,"$216,600.00",,$0.00,682239,Lucas,Ritter,Luke,Aaron,1997-02-15,2B,OVERLAND PARK,Kansas,USA,Minneapolis,MN,USA,Wichita State,4YR SR,USA,KS,72,190,R,R,New York Mets,,"This infielder can really hit, employing a beautiful swing to lead Witchita State with a .333 average and .545 slugging. Ritter reached base in 44 straight games for the Shockers. His average arm and speed will likely land him at second base or left field in the Minors."
7,12,209,"$214,900.00",,$0.00,668791,Anthony,Prato,Anthony,,1998-05-11,SS,STATEN ISLAND,New York,USA,Brooklyn,NY,USA,Connecticut,4YR JR,USA,CT,70,186,S,R,Minnesota Twins,,
7,13,210,"$213,300.00",,$0.00,679630,Brett,Schulze,Brett,Austin,1997-11-24,P,MAPLE GROVE,Minnesota,USA,Maple Grove,MN,USA,Minnesota,4YR JR,USA,MN,74,180,R,R,Philadelphia Phillies,,"A hard-throwing righty, Schulze gets good speed behind his pitches for a smaller hurler. His fastball sits in the mid-90s range, and he offers a slider and cutter as well. A fierce competitor, he's been noted for his intensity on the mound. He still needs to work on his command, however, and currently projects as more of a reliever than a starter."
7,14,211,"$211,500.00",,$0.00,669721,Robert,Daniel,Davis,Davis,1997-06-11,P,AUBURN,Alabama,USA,Atlanta,GA,USA,Auburn,4YR JR,USA,AL,73,190,R,R,Los Angeles Angels,,"Daniel's 2019 season ended after only two innings -- he had to have Tommy John surgery in April. But the 6-foot-1, 190-pound right-hander has the body and delivery to be a starting pitcher. As a starter, his fastball sits in the 89-93 mph range with good arm-side run, and he throws a curveball and changeup. He also had a stint as a reliever last year where his velo got up to the 94-97 mph range. He struck out 70 batters in 66 2/3 innings in his last full season at Auburn, and he could take off if his understanding of how to pitch grows to match his stuff."
7,15,212,"$209,800.00",147,$0.00,669631,Spencer,Brickhouse,Spencer,Lee,1998-04-10,1B,ZEBULON,North Carolina,USA,Raleigh,NC,USA,East Carolina,4YR JR,USA,NC,76,235,L,R,Arizona Diamondbacks,https://atmlb.com/2EEo6eJ,"Aptly named, Brickhouse is one of the more imposing physical presences in college baseball at 6-foot-4 and 235 pounds. He and Bryant Packard have formed a two-man wrecking crew for East Carolina for the last three seasons. The 2018 Cape Cod League all-star game MVP, he has more power but less pure hitting ability and defensive value than Packard and should join him in the top five rounds this June. Brickhouse's carrying tool is huge raw left-handed power to all fields, the product of strength and leverage more than bat speed. He has reached double figures in homers in each of his three college seasons, and he's willing to take walks when pitchers decline to challenge him. He has some feel for hitting, but his dead-pull approach and struggles with wood bats on the Cape create some swing-and-miss concerns. Most scouts project Brickhouse as a DH in pro ball. He's a bottom-of-the-scale runner with well below-average arm strength and shaky defense at first base. His overall game resembles that of Dan Vogelbach."
7,16,213,"$208,200.00",,$0.00,668720,Todd,Peterson,Todd,Richard,1998-01-22,P,LAKE MARY,Florida,USA,St. Petersburg,FL,USA,LSU,4YR JR,USA,LA,77,230,R,R,Washington Nationals,,"Peterson throws fire out of the LSU bullpen -- the 6-foot-5, 220-pound right-hander gets up to 97 mph with his fastball. He's got a good curveball, too, when he's commanding it. As a junior this season, Peterson has a 3.83 ERA and 40 strikeouts in 44 2/3 innings. He's improved his strikeout numbers every season since joining the Tigers, who are now playing in the NCAA Tournament as the No. 13 national seed."
7,17,214,"$206,500.00",,$0.00,666165,Blake,Sabol,Blake,Joseph,1998-01-07,RF,ALISO VIEJO,California,USA,Aliso Viejo,CA,USA,USC,4YR JR,USA,CA,76,215,L,R,Pittsburgh Pirates,,
7,18,215,"$204,800.00",,$0.00,667652,Jack,Ralston,Jack,William,1997-08-13,P,VALENCIA,California,USA,Panorama City,CA,USA,UCLA,4YR SR,USA,CA,78,231,R,L,St. Louis Cardinals,,
7,19,216,"$203,400.00",,$0.00,671936,Adam,Macko,Adam,,2000-12-30,P,Stony Plain,Alberta,CAN,Bratislava,,Slovakia,Vauxhall HS,HS SR,CAN,AB,72,170,L,L,Seattle Mariners,https://atmlb.com/2JSx8cx,
7,20,217,"$201,600.00",,$0.00,670241,Darius,Vines,Darius,Marque,1998-04-30,P,PORT HUENEME,California,USA,Oxnard,CA,USA,CSU Bakersfield,4YR JR,USA,CA,73,190,R,R,Atlanta Braves,,
7,21,218,"$200,100.00",,$0.00,684580,Jakob,Guenther,Jake,Christopher,1997-05-16,1B,OSHKOSH,Wisconsin,USA,Oshkosh,WI,USA,TCU,4YR SR,USA,TX,76,230,L,L,Tampa Bay Rays,,"After playing two seasons at Sacramento Community College, Guenther has been an on-base machine in his first year with TCU, reaching at a .463 clip with 40 walks and 28 strikeouts over his first 56 games.  Guenther has struggled defensively at first base, however, and he might be better suited for a corner outfield spot, though his arm isnt a strong suit."
7,22,219,"$198,500.00",,$0.00,668951,Jared,Horn,Jared,Patrick,1998-07-21,P,NAPA,California,USA,Napa,CA,USA,California,4YR JR,USA,CA,76,225,R,R,Colorado Rockies,,
7,23,220,"$197,300.00",,$0.00,675540,Xzavion,Curry,Xzavion,Rashan,1998-07-27,P,ATLANTA,Georgia,USA,Orangeburg,SC,USA,Georgia Tech,4YR JR,USA,GA,70,189,R,R,Cleveland Indians,,"Curry might be more of a relief pitcher in the pros, but he's part of the starting rotation for a Georgia Tech team that earned a No. 3 national seed and an NCAA Regional host bid. In his 11 games this season, the 6-foot, 195-pound right-hander has 66 strikeouts in 57 1/3 innings with a 4.08 ERA. Pitching out of a high arm slot, Curry throws a 92-94 mph fastball with good life and mixes in breaking balls. He could work on improving his delivery."
7,24,221,"$195,700.00",,$0.00,687798,Nicholas,Robertson,Nick,Parker,1998-07-16,P,CALLAWAY,Virginia,USA,Roanoke,VA,USA,James Madison University,4YR JR,USA,VA,78,265,R,R,Los Angeles Dodgers,,
7,25,222,"$194,400.00",,$0.00,656368,Bradford,Deppermann,Brad,,1996-06-15,P,JACKSONVILLE,Florida,USA,Indianapolis,IN,USA,University of North Florida,4YR 5S,USA,FL,72,190,R,R,Chicago Cubs,,
7,26,223,"$192,900.00",,$0.00,686746,Gabriel,Holt,Gabe,Alexander,1998-01-07,CF,BONAIRE,Georgia,USA,Warner Robins,GA,USA,Texas Tech,4YR SO,USA,TX,70,170,L,R,Milwaukee Brewers,,"While he lacks power, Holt is a disciplined hitter with solid contact skills and excellent speed, and he has spent his first two seasons at Texas Tech as the teams regular leadoff man. Holt still has major strides to make on defense, however, as his ability to run hasnt translated to a strong performance on that side of the ball after he transitioned from second base to the outfield late in his freshman year."
7,27,224,"$191,500.00",120,$0.00,686452,Andrew,Millas,Drew,Theodore,1998-01-15,C,BELLEVILLE,Illinois,USA,St. Louis,MO,USA,Missouri State,4YR JR,USA,MO,74,205,S,R,Oakland Athletics,https://atmlb.com/2JL2vp8,"Missouri State is known for producing pitchers -- a dozen big leaguers selected in the last 18 years -- but also has had a position player selected in the top five rounds of three of the previous four Drafts. Millas should extend that streak this June, following Tate Matheny (Red Sox, fourth round, 2015), Jake Burger (White Sox, first, 2017) and Jeremy Eierman (Athletics, second, 2018). He rivals Baylor's Shea Langeliers as the best defensive catcher in college baseball. Millas is extremely athletic for his position, flashing above-average run times and moving around behind the plate like an infielder. He has soft hands and excels at blocking and receiving. He also has a strong and accurate arm, the leadership skills desired in a catcher and calls his own game -- a rarity in college. Millas offers some raw power, but he has gotten too wrapped up in trying to lift and drive the ball during a rough junior season offensively. He's a switch-hitter who's significantly better from the left side, and some evaluators wonder if he'd be better off giving up batting right-handed. Besides his swing-and-miss issues, there's also some concern that he's often nicked up with mild injuries, including a hamstring strain this spring and hip and shoulder woes in the past."
7,28,225,"$190,100.00",192,$0.00,687392,Nicholas,Paciorek,Nick,Andrew,1998-06-01,P,EVANSTON,Illinois,USA,Tarzana,CA,USA,Northwestern,4YR JR,USA,IL,74,195,R,R,New York Yankees,https://atmlb.com/2EFO5CD,"Paciorek batted .160/.261/.247 as a freshman catcher at Northwestern, then barely played as a sophomore as he began converting to pitching. After allowing 13 runs and 17 baserunners in two innings as a sophomore, he has developed into the Wildcats' best (if sometimes wild) pitcher this spring. Though he's a purely a reliever, he has a chance to become Northwestern's highest pick since J.A. Happ was a third-rounder in 2004. Still somewhat of a work in progress on the mound, Paciorek could have two plus offerings once he's fully developed. His best is an 82-85 mph slider that's a legitimate strikeout pitch. He usually works at 90-94 mph and can hit 96 with his fastball, with more velocity to come as he gets more experience. Paciorek impresses with his athleticism and his arm works well. He does have an upright finish on the mound, which hinders his ability to provide strikes on a consistent basis. Though he'll need plenty of time to figure things out after totaling just 28 2/3 innings in college, he could pay off as a setup man."
7,29,226,"$188,900.00",,$0.00,668874,Michael,Henley,Blair,Blair,1997-05-14,P,FORT WORTH,Texas,USA,Fort Worth,TX,USA,Texas,4YR JR,USA,TX,75,190,R,R,Houston Astros,,"After turning heads as a senior in high school with three straight no-hitters, Henley was selected in the 22nd round of the 2016 MLB Draft by the Yankees, and he has gone on to pitch the past three years for the Longhorns. A 6-foot-3 right-hander with an upright crossfire delivery, Henley sits in the 88-92 mph range with his fastball and flashes an above-average slider, but he needs to work on his changeup, which rates as an average offering at best."
7,30,227,"$187,700.00",,$0.00,687770,Brock,Bell,Brock,Fortress,1998-03-18,P,BRADENTON,Florida,USA,Tampa,FL,USA,State College of Florida Manatee - Sarasota,JC J3,USA,FL,76,215,R,R,Boston Red Sox,,
8,1,228,"$186,300.00",,$0.00,687142,Griffin,McLarty,Griffin,David,1998-08-10,P,BUCKNER,Kentucky,USA,Detroit,MI,USA,College of Charleston,4YR JR,USA,SC,75,185,L,R,Baltimore Orioles,,"McLarty has put up wildly impressive numbers at the College of Charleston, including finishing his junior season with a 1.87 ERA over 101 innings. The right-hander pounds the strike zone, racking up 116 strikeouts to just 20 walks this season. McLarty's fastball sits in the 88-91 mph range, but that plays up due to his ability to fluctuate speeds and his pinpoint command. He will need to improve his secondary pitches -- mainly his changeup and slider -- at the next level."
